,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionHour,TimeSinceLastTransaction,TransactionAmountRelativeToBalance,IsNewDevice,FailedLoginFlag,MahalanobisDistance,Cluster
1963,TX001964,AC00220,483.92,2023-10-16 18:57:30,Debit,New York,D000046,145.179.219.57,M092,ATM,70,Retired,115,1,3138.0,2024-11-04 08:06:59,18,-33224969.0,0.15421287395088312,True,False,1.718074534277038,1
83,TX000084,AC00220,259.91,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86,2024-11-04 08:09:38,16,-31419328.0,0.03621500205352341,True,False,2.403908842948289,1
1275,TX001276,AC00221,170.24,2023-06-05 16:24:12,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,62,Retired,133,1,5172.99,2024-11-04 08:08:04,16,-44725432.0,0.03290940049582659,True,False,2.654958331742912,1
1817,TX001818,AC00222,918.95,2023-05-01 16:43:40,Debit,Seattle,D000563,106.244.1.47,M026,Online,68,Doctor,139,1,7006.46,2024-11-04 08:07:44,16,-47748244.0,0.1311575315763488,True,False,2.649244328532174,1
1527,TX001528,AC00222,64.3,2023-09-04 17:36:40,Debit,Louisville,D000084,219.98.242.240,M015,ATM,55,Retired,67,1,7530.3,2024-11-04 08:11:58,17,-36858918.0,0.008538836422800105,True,False,3.271675328475138,1
911,TX000912,AC00222,471.84,2023-09-29 17:31:24,Debit,Raleigh,D000163,137.33.78.168,M080,ATM,18,Student,138,1,1044.33,2024-11-04 08:08:45,17,-34699041.0,0.45181120477424563,True,False,2.4433233151391778,1
2453,TX002454,AC00222,190.9,2023-10-09 16:17:07,Debit,Jacksonville,D000390,42.61.10.112,M002,Online,28,Student,40,1,101.25,2024-11-04 08:10:27,16,-33839600.0,1.8854319125499346,True,False,1.521574239979083,1
631,TX000632,AC00223,810.36,2023-01-17 16:59:03,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,2024-11-04 08:07:19,16,-56732896.0,0.08770965190655641,True,False,2.3360376530636717,1
563,TX000564,AC00223,12.04,2023-11-15 16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1,6213.32,2024-11-04 08:08:25,16,-30643173.0,0.0019377723955344768,True,False,2.953324307673348,1
2199,TX002200,AC00224,177.94,2023-09-26 16:08:25,Debit,Milwaukee,D000698,27.93.195.98,M088,Online,19,Student,173,1,123.24,2024-11-04 08:11:29,16,-34963384.0,1.4438492823880815,True,False,2.6444320766567744,1
926,TX000927,AC00224,302.76,2023-11-16 17:14:01,Debit,Sacramento,D000640,221.23.158.87,M043,ATM,38,Engineer,88,3,8583.39,2024-11-04 08:11:08,17,-30553027.0,0.03527277679882567,True,True,1.6939308576553904,1
2221,TX002222,AC00225,615.16,2023-02-06 16:40:27,Debit,Boston,D000092,62.27.235.199,M080,Online,26,Student,140,1,214.61,2024-11-04 08:06:37,16,-55005970.0,2.866408701066646,True,False,3.024668997846649,1
237,TX000238,AC00225,368.91,2023-03-10 17:49:57,Debit,Virginia Beach,D000221,218.238.171.184,M082,Branch,54,Doctor,14,1,829.71,2024-11-04 08:10:28,17,-52237231.0,0.4446252251434209,True,False,2.6625860500406704,1
955,TX000956,AC00225,185.99,2023-04-24 16:49:48,Credit,Fresno,D000674,39.129.125.110,M026,Branch,41,Engineer,53,1,402.45,2024-11-04 08:09:44,16,-48352796.0,0.46214435427644796,True,False,1.506493756209835,1
1286,TX001287,AC00225,39.48,2023-05-26 16:47:51,Debit,Omaha,D000435,152.234.65.155,M017,ATM,56,Retired,38,1,5889.51,2024-11-04 08:11:50,16,-45588239.0,0.006703443908400794,True,False,1.7735133326333168,1
2318,TX002319,AC00225,56.84,2023-08-14 17:29:30,Debit,Raleigh,D000654,155.140.33.42,M088,ATM,45,Engineer,185,1,7977.78,2024-11-04 08:09:53,17,-38673623.0,0.007124789092799264,True,False,3.1600332240876146,1
2408,TX002409,AC00225,275.87,2023-08-28 18:27:59,Debit,Seattle,D000302,111.78.64.133,M096,ATM,25,Student,112,1,1697.58,2024-11-04 08:07:09,18,-37460350.0,0.16250780427132858,True,False,2.149361221985337,1
1987,TX001988,AC00225,97.74,2023-09-04 16:46:29,Credit,Los Angeles,D000211,218.238.171.184,M046,Online,41,Engineer,137,1,4113.63,2024-11-04 08:07:15,16,-36861646.0,0.02376003669809867,True,False,2.407857732126706,1
881,TX000882,AC00225,220.8,2023-09-06 18:43:52,Debit,Indianapolis,D000532,10.223.224.50,M021,Online,31,Engineer,28,1,8135.31,2024-11-04 08:10:00,18,-36681968.0,0.02714094481078048,True,False,2.3918866052664605,1
2281,TX002282,AC00225,589.89,2023-10-20 16:29:44,Debit,Jacksonville,D000252,88.55.149.101,M028,Branch,56,Engineer,213,3,9404.63,2024-11-04 08:12:03,16,-32888539.0,0.06272336066094747,True,True,1.740925304174739,1
606,TX000607,AC00225,175.15,2023-11-09 17:02:41,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,1712.65,2024-11-04 08:09:45,17,-31158424.0,0.10226841384831452,True,False,3.883008569670407,1
182,TX000183,AC00225,300.47,2023-11-13 16:11:52,Debit,Jacksonville,D000272,156.173.170.140,M065,Branch,73,Retired,100,1,7885.64,2024-11-04 08:08:00,16,-30815768.0,0.03810343860726151,True,False,2.3459954332903297,1
161,TX000162,AC00227,307.57,2023-01-09 16:12:01,Debit,Detroit,D000076,128.16.32.183,M049,Branch,33,Doctor,285,1,5307.74,2024-11-04 08:06:33,16,-57426872.0,0.057947450218082557,True,False,1.9245125111808106,1
2006,TX002007,AC00227,28.04,2023-02-15 16:37:09,Debit,Los Angeles,D000101,114.223.129.47,M008,ATM,57,Doctor,146,5,11197.54,2024-11-04 08:12:17,16,-54228908.0,0.0025041214387230394,True,True,3.5365603274918693,1
2237,TX002238,AC00227,194.68,2023-04-24 16:32:48,Debit,Memphis,D000481,1.7.29.72,M002,Online,32,Doctor,165,1,14494.18,2024-11-04 08:11:54,16,-48353946.0,0.013431598052851837,True,False,2.7910061081171365,1
811,TX000812,AC00227,115.22,2023-12-08 17:05:33,Debit,San Francisco,D000185,76.0.164.168,M063,Branch,27,Engineer,108,1,906.2,2024-11-04 08:09:07,17,-28652614.0,0.12714632391142877,True,False,7.041342360021878,0
1477,TX001478,AC00227,997.37,2023-12-22 18:24:01,Debit,Fort Worth,D000629,32.71.250.58,M053,ATM,23,Student,145,1,1146.09,2024-11-04 08:07:23,18,-27438202.0,0.8702370593039198,True,False,2.2930699620476993,1
1569,TX001570,AC00228,203.99,2023-01-20 16:34:35,Debit,Philadelphia,D000007,213.15.9.253,M073,Online,52,Retired,215,1,4840.31,2024-11-04 08:09:52,16,-56475317.0,0.042143994822348166,True,False,2.340719197034824,1
2073,TX002074,AC00228,441.26,2023-02-27 16:07:46,Credit,Tucson,D000490,92.180.81.50,M074,Branch,58,Doctor,87,5,13704.92,2024-11-04 08:11:41,16,-53193835.0,0.032197196311837505,True,True,3.3987530608957304,1
2091,TX002092,AC00228,1079.11,2023-05-05 16:42:25,Debit,Las Vegas,D000203,209.214.250.164,M042,Online,53,Engineer,211,1,2038.31,2024-11-04 08:07:41,16,-47402716.0,0.5294140708262527,True,False,2.8637647573435427,1
1342,TX001343,AC00228,289.05,2023-06-09 17:58:00,Debit,New York,D000493,174.61.77.54,M088,ATM,75,Retired,116,1,5683.49,2024-11-04 08:11:58,17,-44374438.0,0.050857835500972406,True,False,2.9188626723493107,1
2339,TX002340,AC00228,289.01,2023-08-28 16:41:21,Debit,Miami,D000202,191.91.45.159,M044,Online,66,Retired,96,1,4226.26,2024-11-04 08:08:12,16,-37466811.0,0.06838433965637623,True,False,3.195644545202564,1
1860,TX001861,AC00228,11.06,2023-11-01 17:59:04,Debit,Colorado Springs,D000153,30.229.179.194,M037,ATM,34,Engineer,13,3,2782.21,2024-11-04 08:07:08,17,-31846084.0,0.003975257065515338,True,True,1.813870047618464,1
2212,TX002213,AC00228,21.21,2023-12-04 16:20:16,Debit,Nashville,D000338,105.87.212.115,M063,Online,55,Engineer,37,1,9575.42,2024-11-04 08:07:18,16,-29000822.0,0.002215046439513832,True,False,2.1892684785780427,1
1051,TX001052,AC00228,175.21,2023-12-21 18:44:40,Credit,Mesa,D000059,96.162.11.85,M049,ATM,69,Doctor,69,1,6039.04,2024-11-04 08:08:37,18,-27523437.0,0.029012889417833154,True,False,2.4163757394078744,1
426,TX000427,AC00229,115.92,2023-01-17 18:42:28,Debit,Raleigh,D000386,204.34.243.93,M033,ATM,53,Retired,57,1,3897.17,2024-11-04 08:09:02,18,-56726794.0,0.029744660792973717,True,False,2.110655197237879,1
481,TX000482,AC00229,348.7,2023-05-02 17:13:45,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1,2445.58,2024-11-04 08:06:58,17,-47659993.0,0.14258376277781235,True,False,2.451937900812424,1
1475,TX001476,AC00229,114.23,2023-06-07 17:35:50,Debit,Dallas,D000213,106.244.1.47,M089,ATM,56,Doctor,64,1,9523.72,2024-11-04 08:06:35,17,-44548245.0,0.01199426273347572,True,False,4.604415506459776,1
404,TX000405,AC00229,507.25,2023-10-30 17:21:38,Debit,Washington,D000672,112.196.12.19,M063,Branch,73,Retired,143,1,5331.57,2024-11-04 08:11:10,17,-32021372.0,0.09514083075878058,True,False,1.415882309336774,1
1229,TX001230,AC00229,17.21,2023-12-25 17:18:58,Debit,Omaha,D000618,119.43.28.203,M004,Online,23,Student,219,1,914.16,2024-11-04 08:06:59,17,-27182881.0,0.018826025872647832,True,False,2.444146367259075,1
1681,TX001682,AC00230,74.11,2023-07-18 16:05:40,Debit,San Jose,D000547,203.174.215.229,M011,Branch,22,Student,49,1,1257.9,2024-11-04 08:09:02,16,-41011402.0,0.05891565260421613,True,False,1.9684875789488796,1
2037,TX002038,AC00230,584.82,2023-10-17 16:11:26,Credit,Nashville,D000594,201.114.165.141,M057,Online,43,Doctor,109,1,12071.1,2024-11-04 08:09:47,16,-33148701.0,0.048447945880286024,True,False,2.6825121235352807,1
925,TX000926,AC00230,697.82,2023-11-27 16:10:37,Debit,New York,D000377,161.25.82.11,M092,Online,44,Engineer,153,1,6824.0,2024-11-04 08:07:11,16,-29606194.0,0.10225967159692312,True,False,1.849273080113955,1
2042,TX002043,AC00231,776.21,2023-02-22 17:15:20,Credit,Raleigh,D000656,213.15.9.253,M036,Online,78,Retired,99,1,4895.87,2024-11-04 08:06:38,17,-53621478.0,0.15854383356064639,True,False,2.496326626919331,1
1269,TX001270,AC00231,189.77,2023-02-27 16:08:40,Debit,Raleigh,D000290,116.43.88.219,M011,Branch,58,Engineer,24,1,6570.36,2024-11-04 08:11:28,16,-53193768.0,0.028882740018990227,True,False,2.7175973147327523,1
1937,TX001938,AC00231,26.31,2023-08-11 16:38:16,Credit,Austin,D000392,187.199.178.27,M028,Online,77,Retired,163,1,7095.76,2024-11-04 08:06:54,16,-38935718.0,0.0037078480617892258,True,False,4.484157668738032,1
1954,TX001955,AC00231,310.09,2023-11-24 16:49:29,Debit,Detroit,D000405,89.18.54.235,M068,Branch,36,Doctor,166,1,9962.5,2024-11-04 08:10:52,16,-29863283.0,0.031125721424215082,True,False,2.3700286974288542,1
2232,TX002233,AC00231,284.89,2023-12-18 17:53:03,Debit,Atlanta,D000039,43.98.242.106,M042,Online,53,Doctor,115,1,9738.6,2024-11-04 08:06:51,17,-27785628.0,0.029253691465658625,True,False,4.1622704814790366,1
676,TX000677,AC00232,432.1,2023-03-20 16:28:17,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,2024-11-04 08:10:16,16,-51378119.0,0.20437023977500712,True,False,2.379639299504432,1
1692,TX001693,AC00232,25.77,2023-07-17 17:15:21,Credit,San Diego,D000026,120.16.186.17,M078,Online,45,Doctor,277,1,11749.77,2024-11-04 08:10:33,17,-41093712.0,0.002193234418892255,True,False,2.1717018802577237,1
343,TX000344,AC00232,703.89,2023-09-22 16:42:15,Debit,San Antonio,D000473,48.19.99.211,M074,Online,46,Engineer,62,1,3583.67,2024-11-04 08:06:44,16,-35306669.0,0.1964159640915152,True,False,1.9753600062460694,1
1259,TX001260,AC00232,54.5,2023-11-22 16:59:09,Credit,Philadelphia,D000050,61.95.76.233,M082,Branch,57,Retired,147,1,1715.22,2024-11-04 08:08:27,16,-30035358.0,0.03177434946086013,True,False,1.7230270568903032,1
377,TX000378,AC00232,94.3,2023-12-25 17:53:56,Debit,Phoenix,D000446,198.39.35.23,M042,Branch,57,Doctor,57,1,11088.95,2024-11-04 08:08:14,17,-27180858.0,0.00850396114284584,True,False,2.2964486569495577,1
1490,TX001491,AC00233,38.14,2023-04-07 16:16:00,Debit,Portland,D000016,160.212.125.105,M072,Branch,50,Engineer,165,1,9879.87,2024-11-04 08:07:16,16,-49823476.0,0.0038603746771360605,True,False,2.009290000417022,1
1577,TX001578,AC00233,67.07,2023-06-05 16:24:41,Credit,Los Angeles,D000038,89.237.88.251,M048,ATM,24,Student,56,1,999.62,2024-11-04 08:10:33,16,-44725552.0,0.06709549561737964,True,False,3.2686711529562444,1
306,TX000307,AC00233,241.11,2023-06-16 16:41:23,Debit,Columbus,D000443,195.164.171.146,M063,Branch,30,Doctor,55,1,12385.05,2024-11-04 08:10:49,16,-43774166.0,0.01946782611336424,True,False,3.5974611540970427,0
1862,TX001863,AC00233,5.81,2023-06-23 17:36:28,Debit,Houston,D000007,141.121.30.32,M064,ATM,25,Student,222,1,1290.95,2024-11-04 08:08:02,17,-43165894.0,0.004500561567058665,True,False,2.5544637438132605,1
768,TX000769,AC00233,445.79,2023-07-07 17:19:39,Debit,Las Vegas,D000308,207.157.126.125,M052,ATM,52,Doctor,161,1,717.99,2024-11-04 08:12:05,17,-41957546.0,0.620886076116853,True,False,2.6700545375752482,1
1565,TX001566,AC00233,16.8,2023-11-27 17:01:48,Debit,San Diego,D000426,86.220.59.252,M021,ATM,49,Doctor,94,1,11847.07,2024-11-04 08:09:51,17,-29603283.0,0.0014180721465999002,True,False,3.0417570308987893,1
2211,TX002212,AC00235,545.87,2023-01-02 16:31:28,Debit,Miami,D000676,162.207.77.170,M026,Branch,27,Engineer,41,1,4860.01,2024-11-04 08:09:44,16,-58030696.0,0.11231869870161029,True,False,2.174766624323803,1
1321,TX001322,AC00235,270.72,2023-03-27 17:25:32,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1,6522.47,2024-11-04 08:12:10,17,-50769998.0,0.041505748525473105,True,False,2.6580057894484486,1
453,TX000454,AC00235,107.47,2023-04-12 17:39:29,Debit,Austin,D000606,59.208.79.116,M037,Online,67,Retired,144,1,7517.5,2024-11-04 08:12:09,17,-49386760.0,0.014295976036852709,True,False,2.9551639366366858,1
769,TX000770,AC00235,55.89,2023-08-17 16:54:30,Debit,Fresno,D000461,175.230.206.232,M026,Online,72,Retired,150,1,3689.65,2024-11-04 08:11:33,16,-38416623.0,0.015147778203494156,True,False,2.2036972994708828,1
1998,TX001999,AC00235,61.33,2023-09-20 18:18:00,Debit,Raleigh,D000201,167.95.191.52,M018,ATM,27,Engineer,129,1,7537.4,2024-11-04 08:06:27,18,-35473707.0,0.008136758022478895,True,False,1.4558089642885652,1
421,TX000422,AC00235,5.12,2023-10-13 16:08:26,Debit,New York,D000660,188.205.152.176,M002,Branch,34,Engineer,90,1,3293.01,2024-11-04 08:10:31,16,-33494525.0,0.001554808513928568,True,False,1.7654302653309961,1
105,TX000106,AC00235,306.9,2023-11-30 16:31:03,Debit,Colorado Springs,D000078,96.115.67.230,M047,Online,46,Engineer,51,1,9418.08,2024-11-04 08:10:48,16,-29345985.0,0.03258625958519543,True,False,2.729262697122047,1
2076,TX002077,AC00236,325.03,2023-01-11 17:04:19,Debit,Jacksonville,D000289,111.226.226.202,M098,Branch,60,Doctor,106,1,13521.76,2024-11-04 08:10:08,17,-57251149.0,0.024037551306902685,True,False,3.023934751892381,1
82,TX000083,AC00236,922.55,2023-01-23 16:32:48,Debit,Detroit,D000206,21.97.154.92,M004,ATM,63,Retired,87,1,4715.84,2024-11-04 08:11:07,16,-56216299.0,0.19562792589310085,True,False,2.381963492315839,1
2471,TX002472,AC00236,263.34,2023-03-08 17:43:41,Debit,Denver,D000506,209.214.250.164,M084,ATM,64,Retired,55,1,2411.02,2024-11-04 08:11:16,17,-52410455.0,0.1092234817246498,True,False,3.209085751565239,1
2253,TX002254,AC00236,0.32,2023-08-04 17:44:36,Debit,Boston,D000129,173.135.78.201,M033,ATM,39,Engineer,136,1,7158.58,2024-11-04 08:09:57,17,-39536721.0,4.470160276940175e-05,True,False,2.86275808308752,1
1132,TX001133,AC00236,185.71,2023-08-07 16:15:16,Debit,Virginia Beach,D000635,32.71.250.58,M084,Branch,48,Engineer,194,1,2679.91,2024-11-04 08:09:41,16,-39282865.0,0.06929710300235044,True,False,2.0852255187545032,1
949,TX000950,AC00236,375.45,2023-12-05 17:57:39,Debit,Fort Worth,D000310,5.252.94.135,M015,Branch,19,Student,32,1,1307.23,2024-11-04 08:08:31,17,-28908652.0,0.28721035864224076,True,False,1.8552604333515075,1
924,TX000925,AC00237,590.01,2023-02-06 16:42:16,Debit,San Jose,D000248,197.162.55.147,M044,Online,29,Doctor,140,3,9791.74,2024-11-04 08:07:46,16,-55005930.0,0.06025588908584594,True,True,2.562799540206034,1
723,TX000724,AC00237,72.75,2023-05-01 16:30:03,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,2024-11-04 08:07:19,16,-47749036.0,0.006040958942204457,True,False,2.4307322858591918,1
1851,TX001852,AC00237,167.92,2023-06-26 17:54:14,Debit,Memphis,D000671,214.125.131.88,M050,ATM,40,Doctor,136,2,14321.73,2024-11-04 08:08:14,17,-42905640.0,0.011724840496417093,True,True,2.9448795697245305,1
2029,TX002030,AC00237,885.33,2023-08-22 18:41:50,Credit,Raleigh,D000413,40.226.196.34,M025,ATM,47,Engineer,59,1,7764.16,2024-11-04 08:10:03,18,-37978093.0,0.11402778907952982,True,False,1.7661144619036018,1
198,TX000199,AC00237,113.64,2023-10-24 17:09:41,Debit,Detroit,D000022,31.127.129.152,M038,Online,62,Retired,32,1,6675.03,2024-11-04 08:07:55,17,-32540294.0,0.01702464256037105,True,False,2.8764451056031874,1
2355,TX002356,AC00238,335.68,2023-11-06 17:20:40,Debit,Tucson,D000558,86.83.61.143,M062,Online,24,Student,142,1,1188.95,2024-11-04 08:11:20,17,-31416640.0,0.2823331487250671,True,False,1.8834757391818835,1
1930,TX001931,AC00239,302.63,2023-02-28 17:24:26,Credit,San Jose,D000444,182.225.2.156,M052,Branch,27,Engineer,10,1,2801.28,2024-11-04 08:07:17,17,-53102571.0,0.10803275606853738,True,False,2.7484466029088748,1
991,TX000992,AC00239,99.16,2023-02-28 17:55:00,Debit,San Francisco,D000573,84.237.126.96,M045,Online,79,Retired,202,1,2607.58,2024-11-04 08:10:27,17,-53100927.0,0.038027596322921645,True,False,1.95665795166175,1
2099,TX002100,AC00239,123.35,2023-08-11 17:00:56,Credit,Baltimore,D000170,172.111.76.65,M070,Online,31,Doctor,10,1,6852.16,2024-11-04 08:09:58,17,-38934542.0,0.018001622819663256,True,False,3.2898666932883187,1
1506,TX001507,AC00239,278.88,2023-09-29 16:53:14,Debit,Kansas City,D000350,184.185.209.72,M001,Branch,64,Doctor,179,2,1334.09,2024-11-04 08:09:44,16,-34701390.0,0.2090413674561584,True,True,3.4713507195917694,1
75,TX000076,AC00239,232.12,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,ATM,37,Engineer,51,1,6689.87,2024-11-04 08:09:17,17,-26923094.0,0.03469723621729984,True,False,2.6725654446147304,1
567,TX000568,AC00240,350.14,2023-03-24 18:50:42,Credit,Los Angeles,D000182,161.168.126.136,M048,Online,75,Retired,38,1,2403.25,2024-11-04 08:08:40,18,-51023878.0,0.14569437159806772,True,False,2.919980969176153,1
695,TX000696,AC00240,1151.18,2023-08-25 17:26:27,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,2024-11-04 08:07:02,17,-37723235.0,1.0464701830221064,True,False,3.028289407323561,1
844,TX000845,AC00241,233.1,2023-01-16 17:28:48,Credit,Nashville,D000472,38.164.132.63,M011,Branch,42,Doctor,37,1,7469.2,2024-11-04 08:11:39,17,-56817771.0,0.03120816147484582,True,False,4.946364143221041,0
24,TX000025,AC00241,145.54,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1,1930.96,2024-11-04 08:07:09,16,-52932193.0,0.0753718353804748,True,False,2.135898965412043,1
2396,TX002397,AC00241,25.32,2023-03-07 17:49:13,Debit,Oklahoma City,D000422,9.230.41.239,M090,ATM,19,Student,25,1,1642.34,2024-11-04 08:09:29,17,-52496416.0,0.01541702683112494,True,False,2.8078664146384895,1
1141,TX001142,AC00241,112.72,2023-03-27 16:34:18,Debit,Washington,D000602,189.248.139.91,M028,Branch,31,Doctor,17,1,9630.0,2024-11-04 08:12:19,16,-50773081.0,0.011705088253681113,True,False,2.367106802754195,1
1465,TX001466,AC00241,272.97,2023-04-17 18:42:04,Debit,Boston,D000638,66.226.179.193,M033,Online,68,Retired,174,1,7811.31,2024-11-04 08:10:58,18,-48950934.0,0.03494548285121768,True,False,1.3618606117137624,1
1586,TX001587,AC00241,211.36,2023-09-14 17:08:40,Debit,San Francisco,D000039,223.189.165.37,M020,Branch,47,Engineer,194,1,4760.34,2024-11-04 08:11:24,17,-35996564.0,0.04440018980913089,True,False,2.2065594876150536,1
1665,TX001666,AC00241,112.66,2023-09-18 16:28:56,Debit,Philadelphia,D000602,53.218.177.171,M049,Online,29,Engineer,176,3,852.98,2024-11-04 08:07:58,16,-35653142.0,0.13207812455065623,True,True,3.1004456262802806,1
2135,TX002136,AC00241,440.43,2023-09-21 17:41:34,Debit,Colorado Springs,D000614,111.226.226.202,M015,Branch,78,Retired,23,1,5123.24,2024-11-04 08:07:52,17,-35389578.0,0.08596708316228192,True,False,1.9245621043016357,1
2044,TX002045,AC00241,188.61,2024-01-01 17:16:23,Debit,Boston,D000451,107.248.120.12,M083,Online,67,Retired,26,1,7167.57,2024-11-04 08:06:23,17,-26578200.0,0.026314357548912176,True,False,3.2634541201653406,1
18,TX000019,AC00242,18.68,2023-02-21 16:56:50,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,59,Retired,106,1,7948.37,2024-11-04 08:12:01,16,-53709311.0,0.0023501673898545647,True,False,2.31743985342305,1
683,TX000684,AC00242,120.62,2023-02-27 16:37:11,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,2024-11-04 08:06:39,16,-53191768.0,0.012859919406558836,True,False,1.873538044203311,1
65,TX000066,AC00242,201.33,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,42,Engineer,186,1,2585.07,2024-11-04 08:11:41,17,-50598670.0,0.07788183655420612,True,False,3.195754561498568,1
1581,TX001582,AC00242,37.58,2023-04-17 18:22:37,Debit,Indianapolis,D000047,5.252.94.135,M051,ATM,57,Doctor,182,1,259.44,2024-11-04 08:12:14,18,-48952177.0,0.14485044153367094,True,False,5.399940243531561,1
2452,TX002453,AC00242,66.76,2023-04-24 18:29:26,Credit,Austin,D000670,97.106.5.76,M004,Branch,36,Doctor,44,1,184.72,2024-11-04 08:10:58,18,-48346892.0,0.36141184704353363,True,False,2.07934400902942,1
1382,TX001383,AC00242,411.72,2023-06-20 18:43:51,Debit,Washington,D000104,166.41.54.117,M014,Branch,29,Doctor,153,1,8539.86,2024-11-04 08:11:43,18,-43421272.0,0.04821156313076378,True,False,3.65592132403194,1
2126,TX002127,AC00242,84.91,2023-10-16 18:38:15,Debit,Raleigh,D000667,141.201.46.191,M034,Online,18,Student,68,1,1671.86,2024-11-04 08:06:59,18,-33226124.0,0.05078774508159927,True,False,2.2965606974087183,1
611,TX000612,AC00242,35.16,2023-10-25 17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,2024-11-04 08:10:34,17,-32451611.0,0.004156431233102462,True,False,2.0502124094200327,1
151,TX000152,AC00242,332.93,2023-11-20 16:29:48,Credit,Albuquerque,D000548,113.115.81.178,M039,Branch,35,Engineer,293,1,2788.2,2024-11-04 08:08:14,16,-30209906.0,0.11940678531164628,True,False,5.09405124825721,1
2310,TX002311,AC00243,176.52,2023-03-14 17:06:18,Credit,San Diego,D000333,223.32.70.156,M022,Online,73,Retired,94,5,7132.08,2024-11-04 08:08:41,17,-51894143.0,0.024750142981079654,True,True,1.6949511806671997,1
1159,TX001160,AC00243,149.4,2023-05-02 16:30:52,Debit,Chicago,D000077,154.138.163.229,M039,ATM,53,Retired,123,1,1035.22,2024-11-04 08:10:16,16,-47662764.0,0.14431714858371025,True,False,2.5788006995762176,1
1921,TX001922,AC00243,14.92,2023-05-22 16:51:28,Debit,Las Vegas,D000521,56.89.80.133,M044,Branch,26,Engineer,120,1,6611.26,2024-11-04 08:07:33,16,-45933365.0,0.0022567558948570227,True,False,2.4040611369860034,1
950,TX000951,AC00243,388.98,2023-08-21 17:10:10,Debit,Fresno,D000548,78.69.172.205,M005,ATM,23,Student,155,1,1819.91,2024-11-04 08:08:32,17,-38069902.0,0.21373584290577094,True,False,6.73548228016416,0
728,TX000729,AC00244,504.71,2023-04-10 18:27:51,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,2024-11-04 08:08:37,18,-49556446.0,0.08121437776373734,True,False,1.8044326194070575,1
1700,TX001701,AC00244,21.13,2023-04-25 16:11:22,Debit,Dallas,D000549,68.254.244.208,M090,Branch,28,Student,153,1,948.7,2024-11-04 08:10:17,16,-48268735.0,0.022272583300594673,True,False,2.527317682292922,1
1949,TX001950,AC00244,737.1,2023-07-19 16:11:01,Debit,Washington,D000637,146.250.144.172,M032,ATM,60,Retired,92,1,4644.19,2024-11-04 08:11:08,16,-40924807.0,0.1587144364061022,True,False,2.138647582611511,1
1238,TX001239,AC00244,410.97,2023-09-25 17:01:56,Debit,Los Angeles,D000309,148.112.151.27,M026,ATM,22,Student,45,1,151.42,2024-11-04 08:11:11,17,-35046555.0,2.7141062796125826,True,False,2.811683952513751,1
1699,TX001700,AC00244,152.34,2023-10-12 17:10:20,Debit,Omaha,D000128,110.64.1.201,M044,Branch,55,Doctor,115,1,6853.51,2024-11-04 08:08:11,17,-33577071.0,0.02222802619062637,True,False,2.147846273971823,1
1115,TX001116,AC00245,42.58,2023-02-06 16:32:53,Debit,San Jose,D000388,214.247.164.80,M057,Online,30,Doctor,80,1,13485.0,2024-11-04 08:10:23,16,-55006650.0,0.0031575824967314922,True,False,3.9225393600474616,0
1444,TX001445,AC00245,169.28,2023-03-27 18:08:06,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,45,Doctor,114,1,5128.44,2024-11-04 08:11:54,18,-50767428.0,0.033008088165196264,True,False,3.025586831413808,1
2430,TX002431,AC00245,331.22,2023-05-25 16:27:17,Credit,Oklahoma City,D000444,101.90.40.193,M035,Branch,61,Doctor,161,1,12613.25,2024-11-04 08:12:21,16,-45675904.0,0.02625968721284389,True,False,3.0738324407071738,1
1557,TX001558,AC00245,262.43,2023-06-13 17:26:54,Credit,San Diego,D000365,172.184.35.29,M046,Online,37,Doctor,274,5,12841.01,2024-11-04 08:07:46,17,-44030452.0,0.02043686593154521,True,True,4.267170580610477,1
